rate,votes,location,rest_type,dish_liked,cuisines
4.0/5,72,Koramangala 6th Block,Casual Dining,Neer Dosa Prawn Curry Pork Chilli Biryani Sea Food Kori Roti Chicken Curry,Mangalorean Seafood Chinese North Indian
3.1/5,911,Koramangala 5th Block,Casual Dining,Biryani Rolls Firni Chicken Roll Mutton Pasanda Mutton Kasha Mutton Rezala,North Indian Mughlai Biryani
4.1/5,237,Koramangala 5th Block,Quick Bites,Chaat Thali Chole Bhature Kulfi Paneer Tikka Lassi Badam Milk,North Indian Fast Food
4.0/5,293,Koramangala 6th Block,Beverage Shop Quick Bites,Ginger Tea Masala Tea Banana Cake Poha Samosa Vada Pav Sandwiches,Tea Fast Food Beverages Sandwich
4.1/5,96,Koramangala 5th Block,Cafe,Cheesy Pizza Cheese Pasta Brownie Milkshake Peri Peri Chicken Steak Nachos Omelette,Cafe Continental
4.1/5,61,Koramangala 2nd Block,Cafe,Paratha Chai Poha Quinoa Burger,Cafe Healthy Food Salad Beverages
3.6/5,74,Koramangala 5th Block,Casual Dining,Basanti Pulao Fish Aloo Posto Thali Daab Chingri,Bengali
4.1/5,357,Koramangala 3rd Block,Fine Dining,Halwa Waffles Chaat Pasta Coffee Creme Brulee Salads,European Asian
3.8/5,47,Koramangala 5th Block,Cafe,Friendly Staff,Cafe Italian
4.1/5,183,Koramangala 5th Block,Mess,Veg Thali Paratha Kadhi Shrikhand Buttermilk Sweet Lassi Bati Churma,North Indian
3.9/5,220,Koramangala 4th Block,Quick Bites,Dum Aloo Sweet Lassi Aloo Paratha Biryani,North Indian
3.6/5,165,Koramangala 3rd Block,Casual Dining,Chicken Biryani Chicken Wings Chicken Curry Kadhai Paneer Butter Chicken Noodles Vegetable Biryani,North Indian Chinese
3.8/5,149,Koramangala 5th Block,Casual Dining,Chicken Kebab Biryani Rolls Raita,Biryani Mughlai Chinese
4.0/5,202,Koramangala 5th Block,Cafe,Burgers Chicken Burger Beef Burger Mojito Tea French Fries White Sauce Pasta,Cafe Continental Italian Burger
3.8/5,109,Koramangala 4th Block,Bar,Onion Rings French Fries,Finger Food
4.0/5,152,Koramangala 5th Block,Beverage Shop Quick Bites,Faluda Sandwiches Paneer Tikka Pizza Cream Mango Custard Apple Cream Veg Sandwich,Beverages Fast Food Desserts
3.8/5,38,Koramangala 6th Block,Casual Dining,Biryani,North Indian South Indian Thai Chinese Continental
3.6/5,383,Koramangala 5th Block,Casual Dining,Tea Fish Thalassery Biryani Garlic Naan Chicken Curry Ghee Rice Sea Food,Kerala Biryani South Indian North Indian Chinese Seafood Juices
3.8/5,172,Koramangala 5th Block,Casual Dining,Jalebi Chaat Dal Makhani Tandoori Roti,North Indian South Indian Chinese
4.0/5,1209,Koramangala 4th Block,Cafe,Seafood Pizza Pasta Mocktails Brownie Tenderloin Burger Burgers Exotic Veg Pizza,Cafe Continental Italian Burger Pizza
3.8/5,674,Koramangala 6th Block,Pub,Beer Steak Chilli Chicken Burgers Tandoori Chicken Masala Peanuts Fries,American North Indian Chinese
3.9/5,293,Koramangala 6th Block,Kiosk,Pav Bhaji Panipuri Raj Kachori Papdi Chaat Samosa Chaat Bhel Puri Vada Pav,Street Food North Indian
4.2/5,414,Koramangala 5th Block,Cafe,Pancakes Pasta Burgers Exotic Veg Pizza Mushroom Steak Sushi Peri Fries,Cafe Desserts Beverages
3.7/5,114,Koramangala 5th Block,Casual Dining,Chicken Grill Biryani Shahi Tukda Chop Suey Barbeque Chicken Naan Fish,North Indian Chinese
3.7/5,73,Koramangala 6th Block,Sweet Shop Quick Bites,Thali Dhokla Chaat Samosa Panipuri Jalebi Pav Bhaji,Mithai North Indian Street Food
3.8/5,222,Ejipura,Casual Dining,Momos Noodles Dragon Chicken Chicken Manchurian Wonton Soup Chilli Chicken,Chinese Momos
3.5/5,74,Koramangala 6th Block,Casual Dining,Firni Roganjosh Phirni Tabakh Maaz Wings,Kashmiri
3.6/5,243,Koramangala 5th Block,Casual Dining,Chicken Grill Biryani Shawarma,North Indian Seafood Biryani Kerala
3.8/5,214,Koramangala 6th Block,Casual Dining,Enchiladas Pasta Cocktails Peri Peri Chicken Draught Beer Hot Gulab Jamun Fajita,Mexican Continental Italian Chinese
3.6/5,242,Koramangala 6th Block,Casual Dining,Chicken Grill Shawarma Ghee Rice Chicken Butter Masala Mutton Biryani Tandoori Chicken Chicken Kebab,Seafood Biryani South Indian Chettinad Chinese Arabian Andhra Kerala
2.5/5,547,Koramangala 4th Block,Casual Dining,Rajma Chawal Khichda Gulab Jamun Paratha Dal Makhani Lassi Paneer Tikka,North Indian
3.1/5,121,Koramangala 6th Block,Casual Dining,Tandoori Chicken Butter Chicken Lassi Shahi Paneer Tandoori Roti Rumali Roti Biryani,North Indian Chinese
4.1/5,221,Koramangala 4th Block,Casual Dining,Rasmalai Murgh Lababdar Kadai Paneer Dal Makhani Fish Jal-jeera Lassi,North Indian
3.8/5,170,Koramangala 4th Block,Bar,Prawn French Fries Draught Beer Biryani,South Indian North Indian
4.1/5,508,Koramangala 6th Block,Cafe,Nachos Biryani Chaat Pancakes Pizza Pasta Burgers,Cafe Chinese Pizza North Indian Burger
4.0/5,58,Koramangala 5th Block,Casual Dining,Noodles Chicken Manchow Soup Veg Momos,Tibetan
3.5/5,34,Koramangala 6th Block,Sweet Shop,Jalebi Poha Puri Sabzi,Mithai Fast Food
4.3/5,105,Koramangala 8th Block,Cafe,Pasta Salad Mousse Noodles Fries Mocktails Pizza,Cafe Continental Beverages
3.6/5,207,Koramangala 5th Block,Casual Dining,Appam Kappa Biryani Chicken Fry Kallappam Buttermilk Beef Fry Paratha,Kerala Seafood
4.0/5,277,Koramangala 3rd Block,Cafe,Waffles Coffee Pesto Sandwich Hazelnut Cappuccino Latte Salads Pasta,Cafe
4.4/5,154,Koramangala 5th Block,Cafe,Paneer Pizza Oreo Shake Onion Rings Maggi Peri Peri Chicken Pizza Lamb Burger Cheese Balls,Cafe Continental
3.5/5,32,Koramangala 5th Block,Casual Dining,Courteous Staff,North Indian Chinese
3.9/5,626,Koramangala 5th Block,Casual Dining,Noodles Thukpa Chop Suey Chicken Momo Cheese Momos Sweet Corn Soup Prawn,Chinese Momos Seafood
2.9/5,291,Koramangala 4th Block,Casual Dining,Filter Coffee Mysore Masala Dosa Buttermilk Idli Rava Dosa Neer Dosa Thali,South Indian North Indian Chinese Street Food
3.7/5,47,Koramangala 6th Block,Casual Dining,Tandoori Chicken Thali,North Indian Chinese Bengali
3.8/5,152,Koramangala 6th Block,Pub Casual Dining,Burgers Beer Pasta Nachos Pizza Paneer Tikka Chilli Pork,American Pizza Burger
2.7/5,47,Koramangala 4th Block,Casual Dining,Paratha,North Indian
2.8/5,227,Koramangala 6th Block,Cafe,Tea Masala Chai Filter Coffee Sandwich Burgers Orange Juice Poha,Cafe
3.7/5,1015,Koramangala 6th Block,Bar,Chicken Wings Cocktails Mocktails Chilli Chicken Noodles Burgers Spring Roll,Continental Chinese
3.9/5,523,Koramangala 4th Block,Casual Dining,Noodles Momos Chicken Manchow Soup Chicken Noodle Prawn Chicken Honey Thai Rice,Chinese Thai Momos
3.6/5,54,Koramangala 6th Block,Quick Bites,Chole Bhature Omelette,North Indian Chinese South Indian Fast Food
2.7/5,61,Koramangala 6th Block,Quick Bites,Rolls Shawarma Roll Chicken Grill Thali,Arabian Biryani North Indian Chinese Fast Food
3.7/5,81,Koramangala 6th Block,Lounge,Rooftop Ambience,Finger Food
3.8/5,327,Koramangala 6th Block,Casual Dining,Mughlai Biryani Vegetable Biryani Kaaram Biryani Gulab Jamun Raita Kebab Biryani Dum Biryani,Andhra Biryani
3.4/5,357,Ejipura,Quick Bites,Butter Chicken Paratha,North Indian
3.7/5,52,Koramangala 4th Block,Cafe,Margherita Pizza Cheesy Bites,Cafe Italian Pizza
4.1/5,1964,Koramangala 6th Block,Quick Bites,Tacos Nachos Potato Pops Potato Burrito Fiery Potato Rice Bowls Taco Joint,Mexican American Fast Food
4.3/5,3624,Koramangala 6th Block,Quick Bites,Pyaz Kachori Chaat Gajar Ka Halwa Shrikhand Jalebi Rabri Churma Boondi Raita,Street Food Desserts North Indian Mithai Rajasthani
4.2/5,1536,Koramangala 6th Block,Quick Bites,Lassi Nachos Mojito Roti Panipuri Pizza Waffles,North Indian Chinese Italian Street Food Desserts
4.2/5,94,Koramangala 6th Block,Quick Bites,Masala Chaach Stuffed Paratha Gulkand Lassi,North Indian
4.1/5,1229,Koramangala 5th Block,Quick Bites,Rice Bowl Nachos California Burrito Rice Bowls Chicken Quesadilla Bbq Chicken Pink Lemonade,Mexican Fast Food
4.4/5,2634,Koramangala 5th Block,Dessert Parlor Cafe,Burgers Spinach Pizza Butter Chicken Pizza Chicken Bbq Burger Tiramisu Ferrero Rocher Brownie Shake,Ice Cream Cafe Pizza Burger Desserts Beverages
4.1/5,509,Koramangala 4th Block,Quick Bites,Fries White Sauce Pasta Monster Pizza Cheesy Garlic Bread Cheesy Pizza Margherita Pizza,Italian Pizza Beverages
4.2/5,973,Koramangala 5th Block,Quick Bites,Filter Coffee Lunch Thali Idli Mini Idlis Ghee Masala Dosa Rasam Vada Pongal,South Indian
3.9/5,28,Koramangala 5th Block,Quick Bites,Momos Noodles,Chinese Momos Nepalese Tibetan
4.3/5,343,Koramangala 4th Block,Quick Bites,Bingsu Mocktails Custard Chocolate Oreo Sandwiches Brownie Korean Ice Cream,Desserts Ice Cream Beverages
4.3/5,656,Koramangala 6th Block,Quick Bites,Podi Idli Masala Dosa Pongal Coffee Mini Idlis Appam Raagi Dosa,South Indian
4.3/5,996,Koramangala 5th Block,Quick Bites,Momos Noodles Thukpa Chicken Thupka Manchow Soup Chicken Momo Crispy Honey Chicken,Chinese Tibetan Momos
4.3/5,194,Koramangala 6th Block,Quick Bites,Gulab Jamun Raita Chaat Chole Soya Chaap Panipuri Dal Makhani,Street Food North Indian Mithai Chinese Beverages
4.0/5,63,Koramangala 6th Block,Quick Bites,Pizza Ice Cream Roll,Italian Fast Food Pizza
4.3/5,172,Koramangala 5th Block,Quick Bites,Burgers Peri Peri Chicken Spicy Chicken Grilled Lamb Burger Chicken Burger French Fries,Burger Fast Food
4.2/5,196,Koramangala 6th Block,Dessert Parlor,Choco Fudge Brownie Sandwich Ice Cream Pizza Tiramisu Sandwiches Chocolate Icecreams Hot Chocolate,Desserts Ice Cream Beverages Sandwich
4.2/5,54,Koramangala 5th Block,Quick Bites,Masala Idli Filter Coffee,South Indian
4.3/5,247,Koramangala 5th Block,Quick Bites,Noodles Pasta Tibetan Momos Clear Soup Thukpa Steak Chicken Momo,Tibetan Chinese Continental Momos
4.2/5,558,Koramangala 5th Block,Quick Bites,Veg Momos Noodles Cheese Momos Jhol Momos Wai Wai Bhel Brownie Chicken Momo,Tibetan Nepalese Momos
4.0/5,138,Koramangala 8th Block,Quick Bites,Neer Dosa,South Indian North Indian Street Food Chinese
3.8/5,468,Koramangala 6th Block,Quick Bites,Tea Upma Coffee Pongal Podi Idli Masala Vada Mini Idlis,South Indian
3.9/5,44,Koramangala 6th Block,Quick Bites,Coffee Sandwiches Tea,Coffee Fast Food Chinese Beverages
4.1/5,210,Koramangala 5th Block,Quick Bites,Sandwiches Masala Pav Chicken Burger Filter Coffee Burgers Masala Chai French Fries,Bakery Beverages
3.8/5,76,Koramangala 5th Block,Quick Bites,Kosha Mangsho Daab Chingri Fish Curry Dum Biryani,Bengali North Indian
4.0/5,462,Koramangala 8th Block,Quick Bites,Rolls Bbq Chicken Paneer Makhanwala Jumbo Chicken Roll Veggie Wrap Sabudana Vada Chicken Wrap,North Indian Biryani Fast Food
4.0/5,567,Koramangala 6th Block,Quick Bites,Pizza Barbeque Chicken,Pizza Fast Food
4.0/5,685,Koramangala 5th Block,Quick Bites,Noodles Beef Momos Chicken Shaptra Chicken Thukpa Clear Soup Beef Momo Chicken Thupka,Chinese Tibetan Momos
4.0/5,199,Koramangala 4th Block,Quick Bites,Butter Naan Tandoori Chicken Chicken Tikka Masala Malai Kofta Biryani Wheat Paratha Noodles,North Indian
4.2/5,166,Koramangala 5th Block,Quick Bites,Ginger Tea Chai Samosa Bun Omelette Elaichi Tea Egg Bhurji Carrot Cake,Fast Food
3.7/5,434,Koramangala 4th Block,Quick Bites,Bhindi Fry Aloo Fry Sweet Lassi Paratha Tawa Roti Palak Paneer Butter Chicken,North Indian South Indian Chinese
3.9/5,49,Koramangala 4th Block,Quick Bites,Sea Food,South Indian Chinese Seafood
3.7/5,219,Koramangala 5th Block,Quick Bites Food Court,Salads Chicken Tikka Veg Shammi Teriyaki Chicken Sandwich Veggie Delight Aloo Patty,Salad Fast Food
3.9/5,503,Koramangala 6th Block,Quick Bites,Chaat Dabeli Pav Bhaji Dhokla Gujarati Food Jalebi Panipuri,Street Food Gujarati
3.9/5,76,Koramangala 3rd Block,Quick Bites,Tea Coffee Neer Dosa Gajar Ka Halwa Thali Chaat Cheese Dosa,South Indian North Indian Fast Food
3.8/5,141,Koramangala 5th Block,Quick Bites,Masala Dosa,South Indian North Indian Chinese Beverages
3.9/5,188,Koramangala 8th Block,Quick Bites,Momos Chicken Lollipop Chicken Momo Noodles Chicken Thukpa,Chinese
3.9/5,96,Ejipura,Quick Bites,Fish Thali Rolls Rasgulla Chicken Biryani,Bengali North Indian
3.9/5,154,Koramangala 6th Block,Quick Bites,Sabudana Khichdi Pav Bhaji Pyaz Kachori Chole Bhature Faluda Malai Ghewar Lassi,North Indian Street Food
3.9/5,34,Ejipura,Quick Bites,Naan,North Indian
3.9/5,213,Koramangala 6th Block,Quick Bites,Rolls Chicken Wings Shawarma Chicken Tikka Roll Burgers Fries Pasta,Burger Beverages Rolls
3.8/5,290,Koramangala 8th Block,Dessert Parlor Cafe,Burgers Pizza Chocolate Fudge Caramel Cheesecake Vanilla Ice Cream Hot Chocolate Thick Shakes,Desserts Cafe Fast Food
3.8/5,108,Koramangala 6th Block,Quick Bites,Burgers Mojito Bbq Burger Peri Peri Fries Grilled Burger,Cafe Burger Fast Food
3.8/5,48,Koramangala 8th Block,Quick Bites,Paratha Mutton Curry,North Indian Chinese
4.0/5,99,Koramangala 6th Block,Quick Bites,Dhokla Raj Kachori Panipuri Jalebi Pyaz Kachori,Street Food Beverages
4.1/5,322,Koramangala 6th Block,Quick Bites,Butter Chicken Dal Makhani Roti Tangdi Kabab Panneer Butter Masala,North Indian
4.0/5,212,Koramangala 4th Block,Quick Bites,Pizza Dragon Chicken Butter Chicken Noodles Chicken Wings Chicken Noodle,Continental Pizza Chinese
4.1/5,152,Koramangala 6th Block,Quick Bites,Peri Peri Chicken Fries Lemongrass Chicken Margherita Pizza,Cafe Chinese Continental
4.2/5,106,Hosur Road,Quick Bites,Paratha Liti Chokha Buttermilk Tea Aloo Litti Raita,Bihari North Indian
3.9/5,241,Koramangala 4th Block,Quick Bites,Garlic Bread Pasta Veggie Pizza Salsa Nachos Nawabi Pizza Sicilian Pizza,Pizza Italian
4.0/5,203,Koramangala 6th Block,Food Court Quick Bites,Luchi Mutton Kosha Mutton Curry Roti Fish Finger Chicken Curry,Bengali Bihari
3.9/5,64,Koramangala 5th Block,Quick Bites,Burgers Belgian Fries Pasta Salads Falafel Pockets Greek Sandwich,Lebanese Greek
4.1/5,76,Koramangala 5th Block,Quick Bites,Sea Food Thali Red Snapper Fish Fry Neer Dosa,Seafood
3.6/5,72,Koramangala 6th Block,Quick Bites,Chicken Nachos Chicken Tacos Rice Bowl,Mexican
2.7/5,53,Koramangala 4th Block,Bakery Quick Bites,Sandwiches Sandwich Coffee,Bakery Fast Food Italian
3.8/5,89,Koramangala 5th Block,Quick Bites,Thali Thepla Gulab Jamun Masala Lassi Rice Gujarati Food Roti,North Indian Gujarati
3.6/5,76,Koramangala 5th Block,Quick Bites,Burgers Zinger Burger,Burger Fast Food Beverages
3.8/5,65,Koramangala 6th Block,Quick Bites,English Breakfast Eggs Baked Beans Oreo Pancake Nutella Pancakes French Toast Omelette,Continental
4.0/5,126,Koramangala 6th Block,Quick Bites,Sandwiches Sandwich Salads Shahi Paneer,Sandwich Pizza Salad
4.1/5,205,Koramangala 5th Block,Quick Bites,Tea Chole Khichda Butter Paneer Paneer Bhurji Paratha Masala Chai,Fast Food
3.8/5,434,Koramangala 5th Block,Dessert Parlor Quick Bites,Club Chicken Sandwich Sandwiches Coffee Pie Burgers Carrot Cake Cheesecake,Desserts
3.8/5,103,Koramangala 6th Block,Quick Bites,Egg Noodles Biryani,North Indian Chinese Biryani
3.8/5,63,Hosur Road,Quick Bites,Rolls Veggie Roll Chicken Tikka Roll Beda Roti,Fast Food Rolls
3.7/5,34,Ejipura,Quick Bites,Panneer Butter Masala,North Indian
4.9/5,6490,BTM,Casual Dining,Tangdi Chicken Bbq Buffet Chocolate Icecreams Kofta Curry Mutton Seekh Kabab Paneer Curry Mutton Keema,European Mediterranean North Indian BBQ
4.4/5,307,BTM,Casual Dining,Prawn Dal Makhani Fish Shahi Tukda Barfi Pizza Veg Mushroom,Continental North Indian Asian Italian
4.6/5,1895,Koramangala 1st Block,Casual Dining Bar,Kadhai Murgh Coffee Toffee Pasta Tandoori Chicken Dum Aloo Tandoori Pomfret Butter Chicken,North Indian South Indian Chinese Continental Mangalorean
4.4/5,1178,BTM,Casual Dining Bar,Paan Ice Cream Cocktails Fish Grill Crispy Corn Butter Chicken Phirni Chicken Tikka,North Indian Mediterranean European BBQ
4.5/5,823,BTM,Casual Dining,Paneer Tikka Chilli Chicken Pizza Mocktails Chowmein Pasta Alfredo Tandoori Aloo,Continental Mexican Chinese North Indian
4.1/5,1856,Koramangala 1st Block,Cafe,Burgers Coffee Cappuccino Barbeque Burger Sandwiches Spinach Pasta Sandwich,Cafe American Italian Burger
4.3/5,1559,Koramangala 1st Block,Pub,Tandoori Chicken Cocktails Noodles Beer Nachos Pasta Dragon Chicken,Finger Food North Indian
4.5/5,1883,BTM,Cafe,Chaat Nachos Peri Peri Pizza Wedges Milk Shake Pink Lemonade Pasta,Cafe Continental Burger
4.2/5,3007,Koramangala 1st Block,Cafe,Burgers Fries Pasta Pork Chops Chocolate Milkshake Sandwiches Waffles,Cafe Burger Italian Salad
4.0/5,339,Jayanagar,Casual Dining,Ghee Rice Mutton Biryani Haleem Lassi Chicken Biryani Chicken Kebab Dal Fry,North Indian BBQ Kebab Rolls
4.2/5,1544,BTM,Casual Dining,Panneer Butter Masala Chicken Tikka Mutton Curry Paneer Tikka Appam Roast Chicken Kerala Parotta,Kerala Seafood Chinese Biryani Juices
4.1/5,1298,BTM,Casual Dining,Fattoush Crispy Chilli Potatoes Mutton Roganjosh Butter Chicken Biryani Crispy Chilli Babycorn Chicken Grill Tandoori Chicken,Arabian Mughlai Biryani North Indian Chinese Seafood
4.0/5,579,Koramangala 1st Block,Casual Dining,Fish Kosha Mangsho Chicken Curry Luchi Chingri Malaikari Biryani Bhetki Fry,Bengali Seafood
3.8/5,178,Koramangala 1st Block,Casual Dining,Chaat Gulab Jamun Biryani Samosa,North Indian Fast Food Street Food
3.9/5,207,BTM,Casual Dining,Hyderabadi Biryani Mutton Biryani Vegetable Biryani,Biryani Hyderabadi
3.9/5,468,BTM,Casual Dining,Pulpy Grape Juice Chicken Grill Tandoori Chicken Shawarma Roll Bbq Chicken Mutton Biryani Tomato Soup,Arabian North Indian Chinese Fast Food
4.4/5,320,BTM,Mess,Beef Fry Masala Dosa Chicken Curry Fish Fry Chicken Biryani Roast Beef Beef Curry,Kerala South Indian Biryani
4.1/5,2732,BTM,Casual Dining,Butter Chicken Panner Tikka Chicken Biryani Chicken Lollipop Chicken Tikka Masala Dum Biryani Tangdi Kabab,Biryani North Indian Mughlai
4.1/5,779,Koramangala 1st Block,Cafe,English Breakfast Waffles Chocolate Cake Chicken Lasagne Ginger Tea Burgers Chicken Thukpa,Cafe Continental
3.7/5,42,BTM,Quick Bites,Friendly Staff,Fast Food North Indian
3.9/5,421,BTM,Casual Dining,Shawarma Bamboo Biryani Chicken Shawarama Chicken Grill Chicken Kebab Fish Appam,Arabian North Indian Chinese Fast Food
4.0/5,171,BTM,Bar,Chicken Steak Beer Beef Steak Cheese Nachos Honey Chilli Potatoes French Fries Masala Peanuts,Finger Food
4.0/5,457,Koramangala 1st Block,Casual Dining,Chicken Biryani Kulcha Chicken Chatpata Panneer Butter Masala Paneer Lababdar Tandoori Chicken Shahi Paneer,North Indian
4.0/5,112,Koramangala 1st Block,Casual Dining,Tikka Saag Dal Makhani Naan Makke Ki Roti,North Indian
3.9/5,99,BTM,Quick Bites,Burgers Wood Fire Pizza Nachos,Italian American Fast Food Wraps Rolls Salad
3.8/5,262,BTM,Casual Dining,Chicken Biryani Hyderabadi Biryani Dum Biryani,North Indian Chinese
3.9/5,328,Bannerghatta Road,Casual Dining,Chicken Grill Fish Shawarma Rolls Tandoori Chicken Biryani Hyderabadi Chicken,North Indian Chinese
4.1/5,300,BTM,Casual Dining,Chicken Boneless Biryani Hyderabadi Biryani Egg Chilli Butter Chicken Tomato Soup Mutton Biryani Paneer Biryani,Biryani Chinese Mughlai Fast Food Kebab
3.8/5,94,Koramangala 1st Block,Casual Dining,Sea Food Beer Fish Thali Fish Fry Chicken Tikka Neer Dosa,North Indian Chinese Mangalorean
3.8/5,94,Koramangala 1st Block,Quick Bites,Chai Ginger Tea Maggi Aloo Paratha Samosa Coffee Sandwich,Beverages Fast Food
3.8/5,158,HSR,Lounge Bar,Cocktails Watermelon Mojito Orange Mojito Steak Fish Long Island Iced Tea Sauteed Vegetables,Continental Italian
4.3/5,221,Koramangala 1st Block,Quick Bites,Baklava Falafel Roll Falafel Plate Pita Bread Mint Lemonade Pita Pocket Pomegranate Juice,Lebanese Middle Eastern
3.8/5,232,Jayanagar,Casual Dining,Andhra Meal Vegetable Biryani Veg Thali Chicken Chettinad French Chicken Manchurian,Andhra North Indian Chinese
3.9/5,332,Koramangala 1st Block,Casual Dining,Manchow Soup Momos Chicken Hakka Noodles Chilli Chicken Roast Chicken Thai Wings Malaysian Noodles,Chinese Thai
